Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price,Coe_left_days,Coe_left_months,Brand_name
Honda Odyssey 2.4A EX-S 8-Seater,MPV,2016-09-29,5yrs 3mths 22days COE left),12100,95305,1630,53704,57002,2356,1769,2016,Auto,28006,31209,129,2,79900,1937,63.733333333333334,Honda
Honda Civic 2.0A (COE till 10/2028),Mid-Sized Sedan,2008-10-06,7yrs 3mths 29days COE left),7610,93850,1573,23683,32279,1998,1312,2008,Auto,22248,22248,114,1,55800,2674,87.96666666666667,Honda
Mercedes-Benz A-Class A180 Style,Hatchback,2016-03-21,4yrs 9mths 14days COE left),13630,90000,740,38162,51301,1595,1395,2015,Auto,23157,19420,90,2,75000,1744,57.46666666666667,Mercedes-Benz
Subaru Forester 2.0i-L Sunroof,SUV,2015-11-27,4yrs 5mths 20days COE left),11960,100000,1208,35911,57501,1995,1566,2015,Auto,14528,14528,110,2,60800,1630,53.666666666666664,Subaru
Rolls-Royce Ghost EWB,Luxury Sedan,2013-05-31,1yr 11mths 24days COE left),198240,9900,8004,218757,91910,6592,2495,2012,Auto,364652,364652,420,1,575000,719,23.8,Rolls-Royce
Volvo S60 T4 Momentum,Luxury Sedan,2020-07-24,9yrs 1mth 17days COE left),12720,8000,1176,57377,34989,1969,1605,2019,Auto,33814,39340,140,2,135888,3332,109.56666666666666,Volvo
Volkswagen Golf 1.2A TSI,Hatchback,2015-10-19,4yrs 4mths 12days COE left),9810,74200,508,29835,55399,1197,1229,2015,Auto,18038,8038,77,2,46888,1592,52.4,Volkswagen
Mazda 6 2.0A,Luxury Sedan,2015-01-30,3yrs 7mths 23days COE left),11760,133000,1210,32004,75200,1998,1438,2014,Auto,17073,7073,114,1,46500,1328,43.766666666666666,Mazda
Mercedes-Benz CLK-Class CLK280 Coupe (COE till 06/2028),Sports Car,2008-06-27,7yrs 20days COE left),8920,218000,3097,26763,37906,2997,1525,2008,Auto,63086,63086,170,3,63000,2575,84.66666666666667,Mercedes-Benz
Mercedes-Benz E-Class E200 SE Premium,Luxury Sedan,2020-01-21,8yrs 7mths 14days COE left),18510,34000,1202,82120,38000,1991,1615,2018,Auto,54498,70097,135,1,194800,3144,103.46666666666667,Mercedes-Benz
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2019-05-15,7yrs 11mths 8days COE left),15820,32000,740,69834,48000,1595,1490,2018,Auto,35914,42280,115,1,146800,2893,95.26666666666667,Mercedes-Benz
Toyota Corolla Altis 1.6A Elegance,Mid-Sized Sedan,2015-10-26,4yrs 4mths 19days COE left),10480,82877,742,38291,56001,1598,1205,2015,Auto,19589,19589,90,2,55800,1599,52.63333333333333,Toyota
Mazda 3 1.6A Luxury (COE till 09/2024),Mid-Sized Sedan,2009-09-18,3yrs 3mths 11days COE left),7520,163000,890,9686,14743,1598,1275,2009,Auto,20080,20080,77,5,24700,1196,39.36666666666667,Mazda
Opel Crossland 1.2A X Turbo Enjoy,SUV,2018-03-15,6yrs 9mths 8days COE left),8250,20000,508,42678,38830,1199,1203,2018,Auto,21304,21826,81,2,66800,2468,81.26666666666667,Opel
Audi Q3 1.4A TFSI S-Tronic,SUV,2015-10-30,4yrs 4mths 23days COE left),15650,37000,624,50023,60000,1395,1480,2015,Auto,29898,33858,110,2,85800,1603,52.766666666666666,Audi
Honda Vezel 1.5A X,SUV,2016-01-04,4yrs 6mths 28days COE left),10320,62000,682,32453,56989,1496,1190,2015,Auto,19068,9068,96,1,51800,1668,54.93333333333333,Honda
Volkswagen Golf 1.2A TSI,Hatchback,2016-11-17,5yrs 5mths 10days COE left),9860,66000,508,34841,52668,1197,1229,2016,Auto,18188,8188,81,1,57800,1985,65.33333333333333,Volkswagen
Ford Focus HB 1.6A Trend,Hatchback,2016-04-15,4yrs 10mths 8days COE left),8340,63000,742,32706,46009,1596,1408,2015,Auto,14795,14795,92,3,47888,1768,58.266666666666666,Ford
Ford Focus HB 1.6A Trend (OPC),Hatchback,2015-12-30,4yrs 6mths 23days COE left),7190,26000,242,27081,37301,1596,1408,2015,Auto,14350,14350,92,1,40000,1663,54.766666666666666,Ford
Honda Jazz 1.5A RS,Hatchback,2015-11-26,4yrs 5mths 19days COE left),9740,107545,684,32390,56001,1498,1046,2015,Auto,15479,10479,96,2,48800,1629,53.63333333333333,Honda
Hyundai Elantra 1.6A GLS S,Mid-Sized Sedan,2018-01-17,6yrs 7mths 10days COE left),8750,78000,738,34122,38200,1591,1345,2017,Auto,11796,11796,93,1,63800,2410,79.33333333333333,Hyundai
BMW X1 sDrive18i,SUV,2016-06-01,4yrs 11mths 25days COE left),14250,68850,684,44178,49700,1499,1430,2016,Auto,29368,28116,100,1,85100,1815,59.833333333333336,BMW
BMW M Series M3 Sedan,Sports Car,2015-04-30,3yrs 10mths 23days COE left),33830,40000,2362,117725,72100,2979,1635,2014,Auto,92240,138032,317,3,200888,1418,46.766666666666666,BMW
Toyota Corolla Altis 1.6A Classic,Mid-Sized Sedan,2016-06-15,5yrs 8days COE left),10030,53217,742,39579,53694,1598,1205,2016,Auto,16800,16800,90,1,58800,1833,60.266666666666666,Toyota
Nissan GTR 3.8A (COE till 03/2031),Sports Car,2011-03-25,9yrs 9mths 18days COE left),25800,62000,4000,46760,47701,3799,1740,2008,Auto,28509,28509,353,2,252888,3573,117.6,Nissan
Hyundai Elantra 1.6A Elite,Mid-Sized Sedan,2016-03-08,4yrs 9mths 1day COE left),9500,55128,738,34875,51000,1591,1292,2015,Auto,15245,15245,97,2,52800,1731,57.03333333333333,Hyundai
BMW 3 Series 318i Shadow Edition,Luxury Sedan,2018-02-28,6yrs 8mths 21days COE left),13990,24000,684,55696,39000,1499,1425,2017,Auto,33755,39257,100,1,113800,2451,80.7,BMW
Mercedes-Benz E-Class E250,Luxury Sedan,2015-05-18,3yrs 11mths 11days COE left),16970,49150,1202,64695,77600,1991,1680,2014,Auto,46713,52399,155,2,93200,1436,47.36666666666667,Mercedes-Benz
Porsche Panamera 3.0A PDK,Sports Car,2020-01-20,8yrs 7mths 13days COE left),37680,16000,2380,157616,37109,2995,1815,2019,Auto,108593,167468,243,1,408800,3143,103.43333333333334,Porsche
BMW 3 Series 320i (COE till 01/2027),Luxury Sedan,2007-01-24,5yrs 7mths 17days COE left),7360,110000,1812,29677,52660,1995,1395,2006,Auto,42106,46317,110,2,41500,2052,67.56666666666666,BMW
BMW X1 sDrive18i Sunroof (COE till 09/2030),SUV,2010-09-28,9yrs 3mths 21days COE left),9330,95000,1329,32542,34935,1995,1455,2010,Auto,28183,28183,110,5,86888,3396,111.7,BMW
BMW 5 Series 520i Highline,Luxury Sedan,2012-05-29,11mths 22days COE left),22080,105000,1210,29579,85216,1997,1610,2012,Auto,42536,42536,135,3,42800,352,11.733333333333333,BMW
Mercedes-Benz E-Class E200 Avantgarde Sunroof,Luxury Sedan,2017-11-17,6yrs 5mths 10days COE left),18630,66500,1202,84804,57414,1991,1605,2016,Auto,50945,63701,135,2,152000,2350,77.33333333333333,Mercedes-Benz
Porsche Boxster S 3.4A Tiptronic (COE till 10/2027),Sports Car,2008-01-18,6yrs 4mths 25days COE left),16990,120000,4189,32316,50451,3387,1395,2007,Auto,59163,65080,217,4,108800,2335,76.83333333333333,Porsche
Nissan Sylphy 1.5A Premium (COE till 05/2024),Mid-Sized Sedan,2009-06-26,2yrs 11mths 25days COE left),7630,113000,821,8328,13943,1498,1175,2009,Auto,19247,19247,80,4,22800,1085,35.833333333333336,Nissan
Toyota Estima 2.4A Aeras (COE till 09/2029),MPV,2009-10-05,8yrs 3mths 24days COE left),8390,132000,1966,31579,37941,2362,1770,2008,Auto,35805,35805,125,3,69800,3034,99.8,Toyota
Kia Cerato K3 1.6A SX Sunroof,Mid-Sized Sedan,2018-02-23,6yrs 8mths 16days COE left),9110,45000,738,39214,41400,1591,1295,2017,Auto,15203,15203,95,2,68800,2446,80.53333333333333,Kia
Honda Civic 1.6A VTi (OPC),Mid-Sized Sedan,2019-09-06,8yrs 2mths 30days COE left),8460,18700,242,27389,14917,1597,1237,2019,Auto,20072,20101,92,1,79888,3010,99.0,Honda
Kia Cerato 1.6A SX Sunroof,Mid-Sized Sedan,2019-05-16,7yrs 11mths 9days COE left),9030,35000,738,32612,23568,1591,1287,2018,Auto,18515,18515,93,1,81000,2894,95.3,Kia
Peugeot 308 SW 1.2A PureTech Allure,Stationwagon,2018-11-29,7yrs 5mths 22days COE left),10130,55348,508,35197,25000,1199,1190,2018,Auto,21414,21980,96,1,86800,2727,89.73333333333333,Peugeot
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2019-04-10,7yrs 10mths 3days COE left),15890,22000,740,56970,32909,1595,1490,2018,Auto,35914,42280,115,1,145800,2858,94.1,Mercedes-Benz
Nissan Qashqai 2.0A Premium Moonroof,SUV,2016-11-10,5yrs 5mths 3days COE left),10050,62288,1210,43520,53001,1997,1379,2016,Auto,19653,19653,106,1,64400,1978,65.1,Nissan
Toyota Wish 1.8A (COE till 03/2024),MPV,2009-03-16,2yrs 9mths 9days COE left),8850,112338,1264,9164,16509,1794,1310,2009,Auto,18662,18662,97,2,24555,1009,33.3,Toyota
Audi Q2 1.0A TFSI S-tronic,SUV,2018-09-29,7yrs 3mths 22days COE left),11920,30000,392,39363,28000,999,1315,2018,Auto,23688,25164,85,2,99800,2667,87.73333333333333,Audi
Jeep Wrangler Unlimited (COE till 09/2027),SUV,2007-09-12,6yrs 3mths 5days COE left),11770,130000,5043,31565,50355,3778,2125,2007,Auto,34111,37523,146,4,73800,2285,75.16666666666667,Jeep
Hyundai Avante 1.6A (COE till 02/2029),Mid-Sized Sedan,2009-02-12,7yrs 8mths 5days COE left),6230,128264,959,19785,25727,1591,1264,2009,Auto,10658,10658,89,1,47900,2800,92.16666666666667,Hyundai
Honda Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,2017-01-12,5yrs 7mths 5days COE left),12310,68000,684,50746,56206,1498,1324,2016,Auto,27624,25674,127,1,81800,2040,67.16666666666667,Honda
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2016-10-26,5yrs 4mths 19days COE left),17220,80000,740,59830,57903,1595,1425,2016,Auto,36548,38168,115,2,111888,1964,64.63333333333334,Mercedes-Benz
Kia Cerato Forte Koup 1.6A SX Sunroof (COE till 07/2025),Sports Car,2010-07-20,4yrs 1mth 13days COE left),8220,152000,812,13547,16438,1591,1232,2010,Auto,15484,15484,92,4,33888,1503,49.43333333333333,Kia
Mercedes-Benz S-Class S320L,Luxury Sedan,2018-11-26,7yrs 5mths 19days COE left),30520,35000,2382,126349,31301,2996,1940,2018,Auto,91812,137262,200,1,296800,2724,89.63333333333334,Mercedes-Benz
Kia Cerato K3 1.6A,Mid-Sized Sedan,2018-01-19,6yrs 7mths 12days COE left),8460,70000,738,34002,38200,1591,1295,2017,Auto,11608,11608,95,1,61800,2412,79.4,Kia
BMW X3 sDrive20i xLine,SUV,2019-10-30,8yrs 4mths 23days COE left),20420,6460,1210,74692,41805,1998,1660,2019,Auto,43394,52752,135,1,198000,3063,100.76666666666667,BMW
Honda Vezel 1.5A X Honda Sensing,SUV,2018-12-28,7yrs 6mths 21days COE left),9790,24500,682,29372,25501,1496,1190,2018,Auto,22459,13443,96,1,80800,2756,90.7,Honda
Volkswagen Tiguan 2.0A TSI R-Line,SUV,2015-12-29,4yrs 6mths 22days COE left),15180,11300,1194,53791,55001,1984,1689,2015,Auto,34986,40981,155,1,89800,1662,54.733333333333334,Volkswagen
Honda Shuttle 1.5A G Honda Sensing,Stationwagon,2020-06-26,9yrs 19days COE left),8520,16000,682,36236,31210,1496,1130,2019,Auto,20445,10623,95,1,82500,3304,108.63333333333334,Honda
Toyota Corolla Altis 1.6A (COE till 05/2028),Mid-Sized Sedan,2008-05-27,6yrs 11mths 20days COE left),6420,170000,965,26640,38192,1598,1195,2008,Auto,16777,16777,80,2,44800,2540,83.66666666666667,Toyota
Audi A5 Sportback 2.0A TFSI S-tronic Design,Luxury Sedan,2019-02-28,7yrs 8mths 21days COE left),16170,37791,1194,61451,36667,1984,1535,2018,Auto,38186,45461,140,1,147800,2816,92.7,Audi
Maserati GranTurismo Sport 4.7A,Sports Car,2015-04-24,3yrs 10mths 17days COE left),39500,16000,5030,166137,71921,4691,1880,2014,Auto,134057,213303,338,2,260000,1412,46.56666666666667,Maserati
BMW 5 Series 535i Sunroof (COE till 04/2031),Luxury Sedan,2011-06-24,9yrs 10mths 24days COE left),9770,117342,2362,46862,47316,2979,1700,2010,Auto,63320,63320,225,2,96800,3609,118.8,BMW
Audi A4 1.4A TFSI S-tronic,Luxury Sedan,2016-03-28,4yrs 9mths 21days COE left),14150,87362,624,41194,46502,1395,1450,2016,Auto,32076,26907,110,2,81500,1751,57.7,Audi
Mercedes-Benz S-Class S320L,Luxury Sedan,2016-05-31,4yrs 11mths 24days COE left),27480,122000,2382,116909,46502,2996,1940,2016,Auto,89948,133907,200,1,203888,1814,59.8,Mercedes-Benz
Mazda 2 HB 1.5A Deluxe,Hatchback,2020-09-18,9yrs 3mths 11days COE left),7830,5000,682,48730,37766,1496,1067,2019,Auto,18205,18205,85,1,81800,3386,111.36666666666666,Mazda
Mercedes-Benz E-Class E250,Luxury Sedan,2013-04-10,1yr 10mths 3days COE left),17280,49400,974,49900,73900,1796,1650,2012,Auto,52216,65989,150,2,64800,668,22.1,Mercedes-Benz
Audi A5 Sportback 2.0A TFSI S-tronic Design,Luxury Sedan,2017-09-12,6yrs 3mths 5days COE left),16540,84000,1194,62504,49000,1984,1535,2017,Auto,39560,42384,140,2,124888,2285,75.16666666666667,Audi
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2018-05-28,6yrs 11mths 21days COE left),15270,65000,740,59595,37605,1595,1425,2018,Auto,37480,44472,115,1,128800,2541,83.7,Mercedes-Benz
Mitsubishi Lancer EX 1.6A Sports,Mid-Sized Sedan,2017-05-29,5yrs 11mths 22days COE left),8880,73000,738,40948,51600,1590,1284,2016,Auto,13468,13468,86,2,59800,2177,71.73333333333333,Mitsubishi
BMW 7 Series 740Li Sunroof,Luxury Sedan,2018-05-15,6yrs 11mths 8days COE left),26230,39900,2384,128459,38501,2998,1770,2017,Auto,90911,135640,240,1,249900,2528,83.26666666666667,BMW
Nissan Note 1.2A,Hatchback,2016-04-29,4yrs 10mths 22days COE left),8640,120600,508,24552,43000,1198,1044,2016,Auto,13026,5000,58,2,44800,1782,58.733333333333334,Nissan
Honda Fit 1.3A GF,Hatchback,2020-10-12,9yrs 4mths 5days COE left),8210,4432,578,38829,36534,1317,1030,2019,Auto,16209,6209,73,1,79888,3410,112.16666666666667,Honda
Mitsubishi Outlander 2.0A,SUV,2018-06-14,7yrs 7days COE left),11280,61292,1210,41033,37989,1998,1480,2018,Auto,19130,19130,110,1,88800,2562,84.23333333333333,Mitsubishi
Mitsubishi Attrage 1.2A (OPC),Mid-Sized Sedan,2021-03-11,9yrs 9mths 4days COE left),5660,2900,70,28157,24996,1193,940,2020,Auto,14636,5000,59,1,57800,3559,117.13333333333334,Mitsubishi
MINI Cooper Cabriolet 1.6A (COE till 03/2029),Sports Car,2009-05-29,7yrs 9mths 25days COE left),8280,174000,890,19965,25525,1598,1205,2009,Auto,30413,30413,88,4,64777,2850,93.83333333333333,MINI
Toyota Sienta 1.5A X,MPV,2016-11-21,5yrs 5mths 14days COE left),9930,57000,682,34135,50000,1496,1320,2016,Auto,19112,9112,80,2,58800,1989,65.46666666666667,Toyota
Hyundai Avante 1.6M (COE till 04/2029),Mid-Sized Sedan,2009-06-06,7yrs 10mths 24days COE left),5670,112000,886,20689,26175,1591,1264,2009,Manual,9306,9306,89,1,44800,2879,94.8,Hyundai
Toyota Camry 2.5A,Luxury Sedan,2018-06-29,7yrs 22days COE left),11040,40000,1792,49163,33900,2494,1475,2018,Auto,29723,33613,133,1,94800,2577,84.73333333333333,Toyota
Mercedes-Benz GLE-Class GLE43 AMG 4MATIC,SUV,2017-11-13,6yrs 5mths 6days COE left),28380,72792,2382,116282,50001,2996,2180,2017,Auto,77844,112120,270,2,238800,2346,77.2,Mercedes-Benz
Mitsubishi ASX 2.0A,SUV,2016-05-13,4yrs 11mths 6days COE left),10130,86000,1210,36817,49602,1998,1355,2016,Auto,17632,17632,110,1,58800,1796,59.2,Mitsubishi
Mazda 3 1.5A Deluxe,Mid-Sized Sedan,2016-12-28,5yrs 6mths 21days COE left),9470,67000,682,38355,49751,1496,1321,2016,Auto,19247,14247,88,1,59800,2026,66.7,Mazda
Mitsubishi Outlander 2.0A,SUV,2020-09-24,9yrs 3mths 17days COE left),11340,23000,1210,54476,37102,1998,1480,2020,Auto,24720,26608,110,1,118777,3392,111.56666666666666,Mitsubishi
Mazda CX-5 2.0A Premium,SUV,2018-09-10,7yrs 3mths 3days COE left),12030,91000,1210,46866,32551,1998,1572,2018,Auto,27823,30953,121,1,102888,2648,87.1,Mazda
Mercedes-Benz S-Class S300L Sunroof (COE till 01/2027),Luxury Sedan,2007-01-03,5yrs 6mths 27days COE left),11080,102000,3573,29374,52660,2997,1850,2006,Auto,81924,90117,170,3,61800,2032,66.9,Mercedes-Benz
Mitsubishi Attrage 1.2A Sports,Mid-Sized Sedan,2019-06-17,8yrs 10days COE left),7510,19631,506,27173,29159,1193,940,2019,Auto,13423,5000,59,1,62800,2930,96.33333333333333,Mitsubishi
Mercedes-Benz C-Class C180K (COE till 12/2030),Luxury Sedan,2011-10-10,9yrs 6mths 25days COE left),7600,68500,742,35719,37303,1597,1500,2011,Auto,31979,31979,115,2,72800,3490,114.83333333333333,Mercedes-Benz
Mitsubishi Attrage 1.2A (OPC),Mid-Sized Sedan,2020-08-27,9yrs 2mths 20days COE left),5880,5000,70,18236,15699,1193,945,2020,Auto,14537,5000,59,1,56800,3365,110.66666666666667,Mitsubishi
Mitsubishi Outlander 2.0A,SUV,2019-06-11,8yrs 4days COE left),11350,20500,1210,51846,42564,1998,1480,2018,Auto,22595,23633,110,1,102800,2924,96.13333333333334,Mitsubishi
Toyota Vellfire 2.5A Z,MPV,2019-04-01,7yrs 9mths 25days COE left),18710,47500,1792,70475,39401,2493,1980,2018,Auto,43482,52875,134,1,172800,2850,93.83333333333333,Toyota
Audi A1 1.4A TFSI S-tronic S-Line,Hatchback,2015-06-12,4yrs 5days COE left),12530,42000,620,45888,66590,1390,1125,2010,Auto,32390,27346,90,2,64000,1465,48.166666666666664,Audi
Honda Fit 1.3A G (COE till 02/2024),Hatchback,2009-02-20,2yrs 8mths 13days COE left),8790,150000,767,6964,12864,1339,1010,2008,Auto,14665,14665,73,5,23800,983,32.43333333333333,Honda
Daihatsu Terios 1.5A (COE till 01/2024),SUV,2009-02-11,2yrs 7mths 25days COE left),8210,163000,887,6915,13024,1495,1200,2008,Auto,17477,17477,77,2,21800,965,31.833333333333332,Daihatsu
Mitsubishi Lancer EX 1.5A GLS (COE till 05/2024),Mid-Sized Sedan,2009-05-04,2yrs 10mths 27days COE left),7900,133000,889,8114,13943,1499,1313,2009,Auto,19550,19550,80,5,23000,1057,34.9,Mitsubishi
Honda Civic 1.8A VTi-S (COE till 10/2028),Mid-Sized Sedan,2008-11-01,7yrs 4mths 25days COE left),8480,110000,1271,23913,32279,1799,1219,2008,Auto,23035,21556,103,6,62800,2700,88.83333333333333,Honda
Audi Q7 2.0A TFSI Quattro,SUV,2017-04-29,5yrs 10mths 22days COE left),22710,37400,1194,90718,54406,1984,2050,2016,Auto,58993,78188,185,1,173000,2147,70.73333333333333,Audi
Nissan Note 1.2A (OPC),Hatchback,2018-01-23,6yrs 7mths 16days COE left),6230,25000,70,23510,29791,1198,1048,2017,Auto,13622,5000,58,1,43800,2416,79.53333333333333,Nissan
Volkswagen Sharan 2.0A TSI Sunroof,MPV,2016-05-27,4yrs 11mths 20days COE left),13490,68000,1194,45680,47000,1984,1790,2013,Auto,28478,31870,147,2,83000,1810,59.666666666666664,Volkswagen
Mercedes-Benz A-Class A180 Style,Hatchback,2016-07-25,5yrs 1mth 18days COE left),12860,50000,740,38769,47020,1595,1395,2016,Auto,23217,19504,90,2,75800,1873,61.6,Mercedes-Benz
Hyundai Elantra 1.6A GLS S (OPC),Mid-Sized Sedan,2017-11-15,6yrs 5mths 8days COE left),7420,35000,238,28374,30112,1591,1345,2017,Auto,11960,11960,93,1,53800,2348,77.26666666666667,Hyundai
Mazda 5 2.0A Sunroof,MPV,2013-05-29,1yr 11mths 22days COE left),10880,93788,1212,22919,65001,1999,1527,2013,Auto,20582,20815,106,3,31900,717,23.733333333333334,Mazda
Volkswagen Scirocco 1.4A TSI (COE till 04/2024),Sports Car,2009-07-06,2yrs 10mths 24days COE left),10340,182609,744,7595,13088,1390,1285,2009,Auto,23955,23955,118,4,30000,1054,34.8,Volkswagen
Honda Jazz 1.3A,Hatchback,2018-01-25,6yrs 7mths 18days COE left),9070,25000,578,31401,41400,1318,1052,2017,Auto,15224,5224,73,1,62800,2418,79.6,Honda
Mazda 3 1.5A Deluxe,Mid-Sized Sedan,2016-07-01,5yrs 24days COE left),9500,65000,682,36443,55200,1496,1321,2016,Auto,16287,11287,88,2,53800,1849,60.8,Mazda
Mazda 3 1.5A Sunroof,Mid-Sized Sedan,2016-08-11,5yrs 2mths 4days COE left),8870,102000,682,36251,53000,1496,1321,2016,Auto,16723,11723,88,3,51800,1889,62.13333333333333,Mazda
Mitsubishi Lancer 1.6M GLX (COE till 06/2022),Mid-Sized Sedan,2007-06-11,1yr 4days COE left),11870,300000,1028,5118,25313,1584,1162,2007,Manual,9975,10831,79,5,12000,369,12.133333333333333,Mitsubishi
Toyota Alphard 2.5A Elegance Sunroof,MPV,2018-06-13,7yrs 6days COE left),20260,73000,1792,71257,38700,2494,2055,2018,Auto,48192,59469,134,2,172000,2561,84.2,Toyota
Hyundai Elantra 1.6A GLS S,Mid-Sized Sedan,2018-02-14,6yrs 8mths 7days COE left),9830,60653,738,35391,40000,1591,1345,2018,Auto,11491,11491,93,2,71550,2437,80.23333333333333,Hyundai
Porsche Cayenne Coupe 3.0A,SUV,2020-04-06,8yrs 9mths 30days COE left),37840,2241,2380,142309,36000,2995,2030,2020,Auto,97408,147335,250,1,408000,3220,106.0,Porsche
Honda Jazz 1.3A (COE till 11/2022),Hatchback,2007-11-21,1yr 5mths 14days COE left),8100,200000,826,6121,20997,1339,1040,2007,Auto,13710,15081,60,3,11800,529,17.466666666666665,Honda
Citroen C4 1.2A PureTech (OPC),SUV,2016-12-29,5yrs 6mths 22days COE left),6390,38808,70,25573,33991,1199,1240,2016,Auto,18879,8879,96,2,39999,2027,66.73333333333333,Citroen
Subaru XV 1.6A,SUV,2015-03-16,3yrs 9mths 9days COE left),9850,66000,744,30812,62002,1600,1480,2014,Auto,16391,11391,84,2,42900,1374,45.3,Subaru
Mercedes-Benz E-Class E63 S AMG,Sports Car,2014-09-11,3yrs 3mths 4days COE left),33490,46000,6236,119566,65001,5461,1870,2014,Auto,99605,151289,430,4,185000,1189,39.13333333333333,Mercedes-Benz
Toyota Vios 1.5A E (COE till 04/2029),Mid-Sized Sedan,2009-09-10,7yrs 10mths 24days COE left),5920,142000,821,20689,26175,1497,1095,2009,Auto,12717,12717,80,5,46800,2879,94.8,Toyota
Toyota Picnic 2.0A (COE till 02/2029),MPV,2009-02-24,7yrs 8mths 17days COE left),7120,454249,1573,24663,31933,1998,1540,2008,Auto,23511,23511,110,3,55000,2812,92.56666666666666,Toyota
Audi A3 Cabriolet 1.4A TFSI S-tronic,Sports Car,2017-07-10,6yrs 1mth 3days COE left),16070,28000,624,51600,42801,1395,1450,2017,Auto,33591,34028,85,1,114939,2223,73.1,Audi
Volkswagen Golf 1.0A TSI,Hatchback,2018-02-14,6yrs 8mths 7days COE left),9410,34000,392,40756,40000,999,1257,2017,Auto,18644,18644,81,2,72300,2437,80.23333333333333,Volkswagen
Subaru Impreza 4D 2.0i-S,Mid-Sized Sedan,2018-11-08,7yrs 5mths 1day COE left),9730,37000,1208,33129,31302,1995,1438,2017,Auto,13173,13173,115,1,78888,2706,89.03333333333333,Subaru
Volkswagen Scirocco 1.4A TSI (COE till 11/2025),Sports Car,2010-11-26,4yrs 5mths 19days COE left),10700,105899,682,16319,18238,1390,1285,2010,Auto,26402,26402,118,2,47888,1629,53.63333333333333,Volkswagen
Mercedes-Benz E-Class E200,Luxury Sedan,2015-01-12,3yrs 7mths 5days COE left),16250,129000,1202,59082,72890,1991,1655,2014,Auto,45353,50495,135,2,83800,1310,43.166666666666664,Mercedes-Benz
Kia Cerato Forte 1.6A EX (COE till 04/2024),Mid-Sized Sedan,2009-05-27,2yrs 10mths 24days COE left),6480,155000,886,7595,13088,1591,1251,2009,Auto,11851,11851,92,4,18800,1054,34.8,Kia
BMW X1 sDrive18i,SUV,2016-08-10,5yrs 2mths 3days COE left),15150,100000,684,51314,57508,1499,1430,2016,Auto,29796,28715,100,1,92800,1888,62.1,BMW
Honda Civic 1.6A VTi,Mid-Sized Sedan,2017-01-16,5yrs 7mths 9days COE left),10750,76000,742,43740,50000,1597,1249,2016,Auto,20640,20896,92,2,70800,2044,67.3,Honda
